Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2014-112753,19-06-2014,24-06-2014,Standard Class,Craig Carreira,Consumer,United States,Los Angeles,California,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9,0.15,75.5937
CA-2014-112753,19-06-2014,24-06-2014,Standard Class,Craig Carreira,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1930,38.88,6,0,19.0512
CA-2011-103401,21-11-2011,26-11-2011,Standard Class,Georgia Rosenberg,Corporate,United States,San Francisco,California,Office Supplies,Paper,Xerox 211,12.96,2,0,6.2208
CA-2013-124814,11-04-2013,17-04-2013,Standard Class,Filia McAdams,Corporate,United States,Bakersfield,California,Office Supplies,Paper,Xerox 227,12.96,2,0,6.2208
CA-2013-124814,11-04-2013,17-04-2013,Standard Class,Filia McAdams,Corporate,United States,Bakersfield,California,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,0.2,8.12
US-2011-138247,24-12-2011,29-12-2011,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,7,0.2,17.3656
US-2011-138247,24-12-2011,29-12-2011,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0,101.3488
US-2011-138247,24-12-2011,29-12-2011,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3,0,13.1985
US-2011-138247,24-12-2011,29-12-2011,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,3,0.2,51.1485
US-2011-138247,24-12-2011,29-12-2011,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,1,0,0.2034
US-2011-138247,24-12-2011,29-12-2011,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177
CA-2014-167003,24-05-2014,30-05-2014,Standard Class,Vivek Sundaresam,Consumer,United States,Los Angeles,California,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233
CA-2013-118969,03-10-2013,04-10-2013,First Class,Liz Preis,Consumer,United States,Phoenix,Arizona,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.792,6,0.7,-40.1808
US-2013-128678,16-09-2013,21-09-2013,Standard Class,Rob Beeghly,Consumer,United States,Seattle,Washington,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,5,0,10.058
US-2013-128678,16-09-2013,21-09-2013,Standard Class,Rob Beeghly,Consumer,United States,Seattle,Washington,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,0.2,15.8158
CA-2013-101385,26-09-2013,02-10-2013,Standard Class,Julia West,Consumer,United States,San Francisco,California,Office Supplies,Art,BIC Brite Liner Highlighters,16.56,4,0,6.9552
CA-2014-105445,21-02-2014,26-02-2014,Second Class,Bart Pistole,Corporate,United States,Louisville,Colorado,Office Supplies,Fasteners,Staples,9.432,3,0.2,3.0654
CA-2011-140403,10-10-2011,10-10-2011,Same Day,Tanja Norvell,Home Office,United States,Manteca,California,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646
CA-2011-140403,10-10-2011,10-10-2011,Same Day,Tanja Norvell,Home Office,United States,Manteca,California,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0,7.4872
CA-2012-163104,19-03-2012,26-03-2012,Standard Class,Mike Caudle,Corporate,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1974,11.96,2,0,5.8604
CA-2014-138464,09-07-2014,13-07-2014,Standard Class,Vicky Freymann,Home Office,United States,Seattle,Washington,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",15.84,3,0,4.9104
CA-2014-138464,09-07-2014,13-07-2014,Standard Class,Vicky Freymann,Home Office,United States,Seattle,Washington,Office Supplies,Binders,GBC VeloBinder Manual Binding System,86.376,3,0.2,30.2316
CA-2014-138464,09-07-2014,13-07-2014,Standard Class,Vicky Freymann,Home Office,United States,Seattle,Washington,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,18.24,3,0,6.2016
CA-2014-138464,09-07-2014,13-07-2014,Standard Class,Vicky Freymann,Home Office,United States,Seattle,Washington,Office Supplies,Art,Crayola Colored Pencils,13.12,4,0,4.3296
US-2011-165862,13-07-2011,17-07-2011,Standard Class,Grace Kelly,Corporate,United States,Los Angeles,California,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3,0.2,4.3902
US-2011-106334,27-12-2011,02-01-2012,Standard Class,Jeremy Farry,Consumer,United States,San Francisco,California,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028
US-2011-106334,27-12-2011,02-01-2012,Standard Class,Jeremy Farry,Consumer,United States,San Francisco,California,Office Supplies,Paper,Xerox 1927,12.84,3,0,5.778
US-2014-117331,22-10-2014,29-10-2014,Standard Class,Natalie DeCherney,Consumer,United States,Glendale,Arizona,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',8.559,1,0.7,-6.5619
CA-2012-118871,04-12-2012,09-12-2012,Second Class,Harry Marie,Corporate,United States,Los Angeles,California,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0,122.148
CA-2012-118871,04-12-2012,09-12-2012,Second Class,Harry Marie,Corporate,United States,Los Angeles,California,Technology,Phones,Jensen SMPS-640 - speaker phone,110.352,3,0.2,8.2764
CA-2012-118871,04-12-2012,09-12-2012,Second Class,Harry Marie,Corporate,United States,Los Angeles,California,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5,0,13.832
CA-2011-101175,09-12-2011,14-12-2011,Standard Class,Dario Medina,Corporate,United States,Mesa,Arizona,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,100.704,6,0.2,-1.2588
CA-2011-169460,19-04-2011,21-04-2011,Second Class,Nicole Fjeld,Home Office,United States,San Jose,California,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0,26.649
CA-2014-126662,18-07-2014,22-07-2014,Standard Class,Alejandro Ballentine,Home Office,United States,Los Angeles,California,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,0.2,89.997
US-2011-121734,11-04-2011,16-04-2011,Standard Class,Sanjit Engle,Consumer,United States,Lewiston,Idaho,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544
US-2013-100405,27-08-2013,29-08-2013,Second Class,Tom Stivers,Corporate,United States,Los Angeles,California,Office Supplies,Art,Newell Chalk Holder,8.26,2,0,3.7996
US-2014-163790,03-11-2014,05-11-2014,Second Class,Nancy Lomonaco,Home Office,United States,Danville,California,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7,0,38.29
US-2014-163790,03-11-2014,05-11-2014,Second Class,Nancy Lomonaco,Home Office,United States,Danville,California,Office Supplies,Art,Nontoxic Chalk,8.8,5,0,4.224
US-2014-163790,03-11-2014,05-11-2014,Second Class,Nancy Lomonaco,Home Office,United States,Danville,California,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232
US-2014-163790,03-11-2014,05-11-2014,Second Class,Nancy Lomonaco,Home Office,United States,Danville,California,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,3,0,0.1674
US-2014-163790,03-11-2014,05-11-2014,Second Class,Nancy Lomonaco,Home Office,United States,Danville,California,Furniture,Furnishings,Document Clip Frames,25.02,3,0,10.5084
US-2014-163790,03-11-2014,05-11-2014,Second Class,Nancy Lomonaco,Home Office,United States,Danville,California,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,452.55,7,0,22.6275
CA-2013-129868,27-12-2013,01-01-2014,Standard Class,Mike Caudle,Corporate,United States,Los Angeles,California,Office Supplies,Supplies,Fiskars Home & Office Scissors,17.76,2,0,4.9728
CA-2013-129868,27-12-2013,01-01-2014,Standard Class,Mike Caudle,Corporate,United States,Los Angeles,California,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2,0.2,30.2384
CA-2013-129868,27-12-2013,01-01-2014,Standard Class,Mike Caudle,Corporate,United States,Los Angeles,California,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",146.352,3,0.2,-5.4882
CA-2013-129868,27-12-2013,01-01-2014,Standard Class,Mike Caudle,Corporate,United States,Los Angeles,California,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2,0,2.054
CA-2013-129868,27-12-2013,01-01-2014,Standard Class,Mike Caudle,Corporate,United States,Los Angeles,California,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,3,0.2,33.8517
CA-2013-129868,27-12-2013,01-01-2014,Standard Class,Mike Caudle,Corporate,United States,Los Angeles,California,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,3,0,15.1116
US-2014-141852,10-11-2014,15-11-2014,Standard Class,Joel Eaton,Consumer,United States,Oceanside,California,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,20.7328
CA-2014-145219,25-12-2014,26-12-2014,First Class,Robert Marley,Home Office,United States,Los Angeles,California,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,6,0.2,1007.9832
CA-2014-145219,25-12-2014,26-12-2014,First Class,Robert Marley,Home Office,United States,Los Angeles,California,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93
CA-2014-168396,04-08-2014,09-08-2014,Second Class,Bruce Degenhardt,Consumer,United States,San Francisco,California,Office Supplies,Labels,Avery 473,51.75,5,0,24.84
CA-2014-168396,04-08-2014,09-08-2014,Second Class,Bruce Degenhardt,Consumer,United States,San Francisco,California,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0,11.1564
CA-2012-130456,21-08-2012,26-08-2012,Standard Class,David Smith,Corporate,United States,San Francisco,California,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494
CA-2012-130456,21-08-2012,26-08-2012,Standard Class,David Smith,Corporate,United States,San Francisco,California,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392
CA-2014-116288,13-03-2014,18-03-2014,Standard Class,Bill Stewart,Corporate,United States,San Francisco,California,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176
CA-2014-168228,28-04-2014,30-04-2014,First Class,Arthur Prichep,Consumer,United States,Los Angeles,California,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,0,33.4584
CA-2014-168228,28-04-2014,30-04-2014,First Class,Arthur Prichep,Consumer,United States,Los Angeles,California,Office Supplies,Art,Newell Chalk Holder,12.39,3,0,5.6994
CA-2014-168228,28-04-2014,30-04-2014,First Class,Arthur Prichep,Consumer,United States,Los Angeles,California,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0,12.298
CA-2014-130141,23-10-2014,25-10-2014,Second Class,Helen Abelman,Consumer,United States,Fort Collins,Colorado,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,3.168,4,0.7,-2.5344
CA-2014-130141,23-10-2014,25-10-2014,Second Class,Helen Abelman,Consumer,United States,Fort Collins,Colorado,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,4,0.2,-28.9568
CA-2012-147501,02-08-2012,06-08-2012,Standard Class,Corey-Lock,Consumer,United States,Seattle,Washington,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.368,2,0.2,2.1492
CA-2012-147501,02-08-2012,06-08-2012,Standard Class,Corey-Lock,Consumer,United States,Seattle,Washington,Technology,Machines,Okidata C331dn Printer,558.4,2,0.2,41.88
CA-2014-129357,15-05-2014,20-05-2014,Standard Class,Ken Black,Corporate,United States,Seattle,Washington,Office Supplies,Paper,Xerox 1917,440.19,9,0,206.8893
CA-2014-129357,15-05-2014,20-05-2014,Standard Class,Ken Black,Corporate,United States,Seattle,Washington,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4,5,0,1.932
CA-2014-150987,09-04-2014,13-04-2014,Standard Class,Adrian Hane,Home Office,United States,San Francisco,California,Office Supplies,Paper,Xerox 1891,244.55,5,0,114.9385
CA-2014-150987,09-04-2014,13-04-2014,Standard Class,Adrian Hane,Home Office,United States,San Francisco,California,Office Supplies,Paper,Xerox 1942,195.76,4,0,97.88
CA-2014-159107,25-06-2014,27-06-2014,Second Class,Kean Thornton,Consumer,United States,San Francisco,California,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1,0,1.3536
CA-2013-116547,10-01-2013,17-01-2013,Standard Class,Ken Black,Corporate,United States,Seattle,Washington,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,0,34.3656
CA-2013-116547,10-01-2013,17-01-2013,Standard Class,Ken Black,Corporate,United States,Seattle,Washington,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0,13.2962
CA-2011-114510,14-03-2011,19-03-2011,Standard Class,Jason Fortune-,Consumer,United States,Logan,Utah,Office Supplies,Binders,GBC Wire Binding Combs,33.088,4,0.2,11.1672
CA-2011-114510,14-03-2011,19-03-2011,Standard Class,Jason Fortune-,Consumer,United States,Logan,Utah,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392
CA-2011-114510,14-03-2011,19-03-2011,Standard Class,Jason Fortune-,Consumer,United States,Logan,Utah,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,12,0,6.624
CA-2011-114510,14-03-2011,19-03-2011,Standard Class,Jason Fortune-,Consumer,United States,Logan,Utah,Office Supplies,Storage,Staples,21.36,2,0,5.7672
CA-2011-114510,14-03-2011,19-03-2011,Standard Class,Jason Fortune-,Consumer,United States,Logan,Utah,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,2,0.2,20.1656
CA-2011-138681,20-12-2011,22-12-2011,First Class,Carol Triggs,Consumer,United States,Tucson,Arizona,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,10.3936
CA-2011-138681,20-12-2011,22-12-2011,First Class,Carol Triggs,Consumer,United States,Tucson,Arizona,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.976,3,0.2,21.5928
CA-2011-138681,20-12-2011,22-12-2011,First Class,Carol Triggs,Consumer,United States,Tucson,Arizona,Furniture,Chairs,Global Low Back Tilter Chair,242.352,3,0.2,-42.4116
CA-2011-138681,20-12-2011,22-12-2011,First Class,Carol Triggs,Consumer,United States,Tucson,Arizona,Office Supplies,Paper,Xerox 1888,221.92,5,0.2,77.672
CA-2011-138681,20-12-2011,22-12-2011,First Class,Carol Triggs,Consumer,United States,Tucson,Arizona,Office Supplies,Paper,Xerox 1954,8.448,2,0.2,2.64
CA-2014-138149,30-06-2014,01-07-2014,First Class,William Brown,Consumer,United States,Los Angeles,California,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373
CA-2014-138149,30-06-2014,01-07-2014,First Class,William Brown,Consumer,United States,Los Angeles,California,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3,0,39.213
CA-2014-138149,30-06-2014,01-07-2014,First Class,William Brown,Consumer,United States,Los Angeles,California,Office Supplies,Art,Newell 328,11.68,2,0,3.0368
CA-2014-138149,30-06-2014,01-07-2014,First Class,William Brown,Consumer,United States,Los Angeles,California,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0,22.4316
CA-2014-121643,19-05-2014,21-05-2014,First Class,Adrian Barton,Consumer,United States,Portland,Oregon,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,38.7792
US-2012-122910,12-05-2012,16-05-2012,Standard Class,Larry Tron,Consumer,United States,Louisville,Colorado,Technology,Phones,VTech DS6151,201.584,2,0.2,20.1584
CA-2014-143126,04-12-2014,08-12-2014,Second Class,Corinna Mitchell,Home Office,United States,Seattle,Washington,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,2,0,88.7332
CA-2012-109736,10-10-2012,11-10-2012,First Class,Denny Joy,Corporate,United States,San Francisco,California,Office Supplies,Paper,Xerox 1894,45.36,7,0,21.7728
CA-2012-142601,18-04-2012,20-04-2012,Second Class,Deanra Eno,Home Office,United States,Los Angeles,California,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7,0,9.4717
CA-2012-142601,18-04-2012,20-04-2012,Second Class,Deanra Eno,Home Office,United States,Los Angeles,California,Office Supplies,Paper,Xerox 19,61.96,2,0,27.882
US-2014-135230,02-09-2014,08-09-2014,Standard Class,Christine Kargatis,Home Office,United States,Seattle,Washington,Office Supplies,Art,Staples,7.58,1,0,2.9562
CA-2011-123323,07-11-2011,12-11-2011,Standard Class,Lena Hernandez,Consumer,United States,San Francisco,California,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.144,7,0.2,46.179
US-2012-103996,29-03-2012,31-03-2012,Second Class,Richard Bierner,Consumer,United States,San Diego,California,Office Supplies,Paper,Xerox 1880,212.64,6,0,99.9408
US-2012-103996,29-03-2012,31-03-2012,Second Class,Richard Bierner,Consumer,United States,San Diego,California,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,3,0,4.5402
US-2012-103996,29-03-2012,31-03-2012,Second Class,Richard Bierner,Consumer,United States,San Diego,California,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3,0,20.7675
US-2012-103996,29-03-2012,31-03-2012,Second Class,Richard Bierner,Consumer,United States,San Diego,California,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,3,0,9.5616
CA-2012-105725,18-02-2012,24-02-2012,Standard Class,Guy Thornton,Consumer,United States,Long Beach,California,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0,28.0876
CA-2012-105725,18-02-2012,24-02-2012,Standard Class,Guy Thornton,Consumer,United States,Long Beach,California,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1,0.2,-0.8886
CA-2014-164364,13-11-2014,17-11-2014,Standard Class,Christine Sundaresam,Consumer,United States,Seattle,Washington,Office Supplies,Labels,Avery 483,9.96,2,0,4.5816
CA-2014-164364,13-11-2014,17-11-2014,Standard Class,Christine Sundaresam,Consumer,United States,Seattle,Washington,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0,2.3025
CA-2014-164364,13-11-2014,17-11-2014,Standard Class,Christine Sundaresam,Consumer,United States,Seattle,Washington,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.0997
CA-2013-120005,04-03-2013,04-03-2013,Same Day,Theresa Swint,Corporate,United States,San Francisco,California,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,0,7.605
CA-2013-120005,04-03-2013,04-03-2013,Same Day,Theresa Swint,Corporate,United States,San Francisco,California,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0,11.9952
CA-2013-123526,25-12-2013,26-12-2013,First Class,Benjamin Venier,Corporate,United States,Seattle,Washington,Office Supplies,Paper,Xerox 1898,33.4,5,0,16.032
CA-2013-127649,08-10-2013,10-10-2013,First Class,Dionis Lloyd,Corporate,United States,Spokane,Washington,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82
CA-2011-112851,17-09-2011,21-09-2011,Standard Class,Nick Radford,Consumer,United States,Chula Vista,California,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,3,0,85.9818
CA-2014-123701,25-11-2014,28-11-2014,First Class,Patrick Gardner,Consumer,United States,San Francisco,California,Office Supplies,Art,BIC Liqua Brite Liner,27.76,4,0,9.9936
US-2013-114888,20-09-2013,25-09-2013,Second Class,Chuck Clark,Home Office,United States,San Francisco,California,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,3,0.2,4.1832
US-2013-114888,20-09-2013,25-09-2013,Second Class,Chuck Clark,Home Office,United States,San Francisco,California,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,3,0,1.872
US-2011-167262,31-10-2011,03-11-2011,Second Class,Amy Cox,Consumer,United States,Avondale,Arizona,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,8,0.2,83.5128
CA-2014-108091,17-11-2014,22-11-2014,Standard Class,Eileen Kiefer,Home Office,United States,Escondido,California,Office Supplies,Art,Newell 328,23.36,4,0,6.0736
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Art,Newell 313,13.12,5,0.2,1.148
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,4,0.7,-143.7904
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Art,Newell 326,4.224,3,0.2,0.4752
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Technology,Accessories,Logitech Keyboard K120,58.08,4,0.2,-6.534
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,9,0.2,15.0696
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Furniture,Furnishings,DAX Wood Document Frame,54.92,5,0.2,10.984
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,0.5,-248.166
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Paper,Xerox 1932,85.056,3,0.2,28.7064
CA-2012-104346,11-12-2012,16-12-2012,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.696,3,0.2,9.6936
CA-2012-144722,16-03-2012,23-03-2012,Standard Class,Monica Federle,Corporate,United States,Los Angeles,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1,0,18.1146
CA-2012-137708,22-11-2012,25-11-2012,Second Class,Nathan Gelder,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1887,37.94,2,0,18.2112
CA-2012-137708,22-11-2012,25-11-2012,Second Class,Nathan Gelder,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1971,42.8,10,0,19.26
CA-2012-137708,22-11-2012,25-11-2012,Second Class,Nathan Gelder,Consumer,United States,Los Angeles,California,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0,10.089
CA-2013-111696,09-05-2013,11-05-2013,First Class,Trudy Brown,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1920,17.94,3,0,8.073
CA-2013-134222,11-07-2013,12-07-2013,Same Day,Nick Zandusky,Home Office,United States,Yuma,Arizona,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848
US-2014-136707,13-11-2014,16-11-2014,First Class,Jim Epp,Corporate,United States,Los Angeles,California,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4,0.2,4.9056
CA-2014-167661,06-10-2014,11-10-2014,Standard Class,Mike Pelletier,Home Office,United States,San Francisco,California,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5,0.2,13.473
CA-2014-167661,06-10-2014,11-10-2014,Standard Class,Mike Pelletier,Home Office,United States,San Francisco,California,Office Supplies,Paper,Xerox 1951,61.96,2,0,27.882
CA-2014-167661,06-10-2014,11-10-2014,Standard Class,Mike Pelletier,Home Office,United States,San Francisco,California,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268
US-2011-128685,04-04-2011,05-04-2011,First Class,Mary Zewe,Corporate,United States,Los Angeles,California,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
CA-2011-164469,25-06-2011,27-06-2011,Second Class,Grace Kelly,Corporate,United States,Salem,Oregon,Technology,Phones,Plantronics 81402,263.96,5,0.2,19.797
CA-2011-164469,25-06-2011,27-06-2011,Second Class,Grace Kelly,Corporate,United States,Salem,Oregon,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11,0.2,17.908
CA-2011-164469,25-06-2011,27-06-2011,Second Class,Grace Kelly,Corporate,United States,Salem,Oregon,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162
CA-2011-107818,08-09-2011,14-09-2011,Standard Class,Marc Crier,Consumer,United States,Pasco,Washington,Office Supplies,Art,Prang Colored Pencils,5.88,2,0,2.646
CA-2011-107818,08-09-2011,14-09-2011,Standard Class,Marc Crier,Consumer,United States,Pasco,Washington,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99
CA-2011-107818,08-09-2011,14-09-2011,Standard Class,Marc Crier,Consumer,United States,Pasco,Washington,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8,0,91.152
CA-2011-107818,08-09-2011,14-09-2011,Standard Class,Marc Crier,Consumer,United States,Pasco,Washington,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,0,19.4352
CA-2011-113320,12-12-2011,15-12-2011,Second Class,Logan Haushalter,Consumer,United States,Oakland,California,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0,4.5144
CA-2011-113320,12-12-2011,15-12-2011,Second Class,Logan Haushalter,Consumer,United States,Oakland,California,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,0,0.6258
CA-2011-113320,12-12-2011,15-12-2011,Second Class,Logan Haushalter,Consumer,United States,Oakland,California,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
CA-2012-137526,13-01-2012,17-01-2012,Standard Class,Philip Brown,Consumer,United States,Los Angeles,California,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028
CA-2012-137526,13-01-2012,17-01-2012,Standard Class,Philip Brown,Consumer,United States,Los Angeles,California,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
